Город;Описание;Картинка;Голосов;Ссылка
НЕФТЕКАМСК;СОЦИАЛИСТИЧЕСКАЯ 62В ШКОЛА11 РЕМОНТ ШКОЛЬНОГО ТУАЛЕТА;https://www.promonado.ru/domestos-schools/thumb/28ED7953-24C3-487A-91F0-343C30763C89.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=557
НЕФТЕКАМСК;УЛ. СОЦИАЛИСТИЧЕСКАЯ 62В МОАУ СОШ№11 ПЛОХОЕ СОСТОЯНИЕ;https://www.promonado.ru/domestos-schools/thumb/1CA335E2-9819-4212-B12E-01F0706558CF.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=564
НЕФТЕКАМСК;СОЦИАЛИСТИЧЕСКАЯ,62В,СОШ №11 ШКОЛЬНЫЙ ТУАЛЕТ,ПОХОЖИЙ НА СОРТИР. ОЧЕНЬ СТАРЫЙ,ПОСТОЯННЫЙ НЕПРИЯТНЫЙ ЗАПАХ , ИНОГДА НЕ СМЫВАЕТСЯ. А ТАКЖЕ ПО ФОТО МОЖНО УВИДЕТЬ,ЧТО НЕТ КАБИНОК,ПОЭТОМУ ПО БОЛЬШОМУ ХОДИТЬ НЕВОЗМОЖНО.;https://www.promonado.ru/domestos-schools/thumb/52E91299-2C2D-4285-B917-BE8DC6F27C44.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=565
ЧЕЛЯБИНСК;454081, Г. ЧЕЛЯБИНСК, УЛ. ГРИБОЕДОВА, Д. 2. МАОУ «ЛИЦЕЙ № 102 Г. ЧЕЛЯБИНСКА» ДОБРЫЙ ДЕНЬ, БУДЕМ РАДЫ ПОУЧАСТВОВАТЬ В ВАШЕЙ ПРОГРАММЕ.;https://www.promonado.ru/domestos-schools/thumb/802BB80A-BFB7-490A-A6B6-EBCA7C506995.jpg;3;https://www.promonado.ru/domestos-schools/?voteid=566
НЕФТЕКАМСК;РЕСПУБЛИКА БАШКОРТОСТАН, Г. НЕФТЕКАМСК, УЛ. КАРЛА МАРКСА, 18, МОАУ СОШ №10 "ЦЕНТР ОБРАЗОВАНИЯ" ШКОЛА ПОСТРОЕНА В 1978 ГОДУ. ЗА 40 ЛЕТ НИ РАЗУ НЕ ПРОВОДИЛСЯ КАПИТАЛЬНЫЙ РЕМОНТ. УСТАРЕВШИЕ УНИТАЗЫ ТРЕБУЮТ ЗАМЕНЫ.;https://www.promonado.ru/domestos-schools/thumb/288C7206-FD8F-4981-A6FB-43A857ED7E75.jpg;5;https://www.promonado.ru/domestos-schools/?voteid=567
НЕФТЕКАМСК;СОЦИАЛИСТИЧЕСКАЯ 62В МОАУ СОШ11 ТУАЛЕТ В ПЛАЧЕВНО СОСТОЯНИИ;https://www.promonado.ru/domestos-schools/thumb/28F5C713-E504-460A-993A-E127927EF8F7.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=568
;УЛ. 60 ЛЕТ ОКТЯБРЯ, 21. МБОУ СШ 62 ЧИСТОТА И РЕМОНТ - ЗАЛОГ ЗДОРОВЬЯ! НАШИ ШКОЛЬНЫЕ ТУАЛЕТЫ ЧИСТЫЕ, НО РЕМОЕТ ЛИШНИМ НЕ БУДЕТ);https://www.promonado.ru/domestos-schools/thumb/2BEF2E4E-6148-4082-A393-665A5A0ADA70.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=569
НЕФТЕКАМСК;МОАУ СОШ11, УЛ. СОЦИАЛИСТИЧЕСКАЯ, 62В ОНИ ВСЕ СЛОМАННЫЕ.;https://www.promonado.ru/domestos-schools/thumb/9A25853F-092F-401C-BF6D-1F4BE3C9C2E8.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=570
НЕФТЕКАМСК;СОШ #11, Г. НЕФТЕКАМСК, УЛ. СОЦИАЛИСТИЧЕСКАЯ 62Б ТУАЛЕТЫ С ОЧЕНЬ СТАРЫМ РЕМОНТОМ;https://www.promonado.ru/domestos-schools/thumb/E9BD6B8A-0805-4B00-B448-6B6F9AB38903.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=571
ГОРОД ПЕРМЬ;Г. ПЕРМЬ, УЛ. КУЙБЫШЕВА, 83, МАОУ "ОТКРЫТАЯ ШКОЛА" Г. ПЕРМИ В ПОМЕЩЕНИИ НЕОБХОДИМО РАЗРАБОТАТЬ СОВРЕМЕННЫЙ ДИЗАЙН, УСТАНОВИТЬ НОВУЮ САНТЕХНИКУ, МОДЕРНИЗИРОВАТЬ ТУАЛЕТЫ ДЛЯ УДОБСТВА ДЕТЕЙ В ЗДАНИИ ШКОЛЫ.;https://www.promonado.ru/domestos-schools/thumb/2E0BC523-11F7-48F7-94BE-47085D36E4F8.jpg;5;https://www.promonado.ru/domestos-schools/?voteid=572
НЕФТЕКАМСК;МОАУ СОШ 11 , УЛ.СОЦИАЛИСТИЧЕСКАЯ, 62В ЧИСТЫЙ , КРАСИВЫЙ;https://www.promonado.ru/domestos-schools/thumb/4FA4E2BE-AA8E-4AD2-A503-EF29D9EB13A5.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=573
НЕФТЕКАМСК;МОАУ СОШ 11 СОЦИАЛИСТИЧЕСКАЯ 62В ТРЕБУЕТСЯ РЕМОНТ ТУАЛЕТОВ.;https://www.promonado.ru/domestos-schools/thumb/1C8F80FC-8620-4275-BE6C-BE6BD17F814F.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=574
;СОЦИАЛИСТИЧЕСКАЯ 66 В, МОАУ СОШ НОМЕР 11 ТУАЛЕТ В СРЕДНЕМ СОСТОЯНИИ.;https://www.promonado.ru/domestos-schools/thumb/3CF7FAB2-63DC-48CC-9668-2FFF0C01E234.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=575
НИЖНИЙ ТАГИЛ;ЩОРСА, 8А, ШКОЛА №13 ТУАЛЕТ В НОРМАЛЬНОМ СОСТОЯНИИ, НО НЕ ПОМЕШАЛ БЫ РЕМОНТ И ЗАМЕНА САНТЕХНИКИ И ДВЕРЕЙ, КОТОРЫЕ НЕ ЗАКРЫВАЮТСЯ.;https://www.promonado.ru/domestos-schools/thumb/5D556B52-42ED-4D6E-9062-746A4781A025.jpg;1;https://www.promonado.ru/domestos-schools/?voteid=576
НЕФТЕКАМСК;СОЦИАЛИСТИЧЕСКАЯ,62В МОАУ СОШ 11 ТРЕБУЕТСЯ РЕМОНТ ШКОЛЬНОГО ТУАЛЕТА;https://www.promonado.ru/domestos-schools/thumb/D59A6257-BD12-4095-9558-AF4AC0206835.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=581
НЕФТЕКАМСК;РЕСПУБЛИКА БАШКОРТОСТАН, Г. НЕФТЕКАМСК, УЛ.СОЦИАЛИСТИЧЕСКАЯ 62В, СОШ 11 СТАРАЯ ПЛИТКА НАПОЛЬНАЯ, СТЕНЫ, ОКНА, САН.ТЕХНИКА И ТРУБЫ;https://www.promonado.ru/domestos-schools/thumb/7BDC34EF-A95E-4111-99A9-DD04971D75DD.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=582
Г. НЕФТЕКАМСК;РБ, Г. НЕФТЕКАМСК, СРЕДНЯЯ ШКОЛА N 11 ОЧЕНЬ СТАРЫЙ ТУАЛЕТ В ШКОЛЕ, НУЖДАЕТСЯ В РЕМОНТЕ;https://www.promonado.ru/domestos-schools/thumb/19D66731-C256-4CFE-A2B6-08570EC3AE72.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=584
НЕФТЕКАМСК;СОЦИАЛИСТИЧЕСКАЯ 62В ШКОЛА N11 НАДО МЕНЯТЬ;https://www.promonado.ru/domestos-schools/thumb/E563C659-C043-4868-9744-1ECC398A501F.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=585
Г.НЕФТЕКАМСК;МУ СОШ 11, УЛ.СОЦИАЛИСТИЧЕСКАЯ 66В В ОЧЕНЬ ПЛОХОМ СОСТОЯНИИ ТУАЛЕТЫ В НАШЕЙ ШКОЛЕ. ТРЕБУЕТСЯ РЕМОНТ.;https://www.promonado.ru/domestos-schools/thumb/3E293605-0CF3-4543-8D98-9FC9BB537987.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=586
;АНТОНА ПЕТРОВА160 ТУАЛЕТ;https://www.promonado.ru/domestos-schools/thumb/C61A1891-3627-4ACB-9DE6-86178F9CE531.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=587
НЕФТЕКАМСК;УЛ. СОЦИАЛИСТИЧЕСКАЯ 62 В ШКОЛА 11 ПОМЕНЯТЬ УНИТАЗЫ, ПОКРАСИТЬ СТЕНЫ;https://www.promonado.ru/domestos-schools/thumb/5AEA9D6A-5E65-4679-B54B-66B743760235.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=592
НЕФТЕКАМСК;СОЦИАЛИСТИЧЕСКАЯ 62 В МОАУ СОШ №11 ОЧЕНЬ ПЛОХО;https://www.promonado.ru/domestos-schools/thumb/DCB643CD-BF77-43D2-9AD5-96519CA30F9F.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=594
НЕФТЕКАМСК;МОАУ ШКОЛА 11, СОЦИАЛИСТИЧЕСКАЯ, 62В ШКОЛА НУЖДАЕТСЯ В ЗАМЕНЕ САНУЗЛОВ.;https://www.promonado.ru/domestos-schools/thumb/9E878ED9-ED92-40C1-8381-8D9B7E52D4F5.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=595
НЕФТЕКАМСК;УЛИЦА СОЦИАЛИСТИЧЕСКАЯ 62В, ШКОЛА 11 ОЧЕНЬ СТРАШНЫЙ ТУАЛЕТ.;https://www.promonado.ru/domestos-schools/thumb/C81F2426-73C0-46ED-B153-5B7AAE92979D.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=596
НЕФТЕКАМСК;СОЦИАЛИСТИЧЕСКАЯ, 62В, ШКОЛА №11 КАК МОЖНО ХОДИТЬ В ТАКОЙ ТУАЛЕТ.;https://www.promonado.ru/domestos-schools/thumb/3E2C1884-44D2-4262-B001-31E9EDCA4EB6.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=597
ВЛАДИВОСТОК;ОПОРНАЯ, 4. МБОУ "ЛИЦЕЙ 3" ЗДАНИЕ ШКОЛЫ 1955Г. ПОСТРОЙКИ. ТУАЛЕТЫ СДЕЛАНЫ ПО РОДИТЕЛЬСКОЙ ИНИЦИАТИВЕ ОКОЛО 15 ЛЕТ НАЗАД. ПЕРЕГОРОДКИ ШАТАЮТСЯ, ДВЕРИ ПЛОХО ЗАКРЫВАЮТСЯ, В ПОЛУ ДЫРЫ.;https://www.promonado.ru/domestos-schools/thumb/26F1966A-D418-4DEB-9B13-451FB5EFFADF.jpg;17;https://www.promonado.ru/domestos-schools/?voteid=598
Г. НЕФТЕКАМСК;МОАУ СОШ 6 СТАРЫЙ САНУЗЕЛ.;https://www.promonado.ru/domestos-schools/thumb/E3AD6BEC-9736-4D75-8026-A540FC14140D.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=599
НЕФТЕКАМСК;ШКОЛА НОМЕР 6 РЕМОНТ САНУЗЛА;https://www.promonado.ru/domestos-schools/thumb/223636AC-AAA5-4A52-907B-C0348FE2A78A.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=600
НЕФТЕКАМСК;ШКОЛА 6 УЧАСТВУЮ;https://www.promonado.ru/domestos-schools/thumb/B76DA6D1-CA8D-48A2-BAA6-E188EDD2F4B2.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=603
НЕФТЕКАМСК;УЛИЦА СОЦИАЛИСТИЧЕСКАЯ, 54А, СОШ 6 УЖАСНЫЕ ТУАЛЕТЫ;https://www.promonado.ru/domestos-schools/thumb/69FB3392-E851-4C3E-933A-6FDFFE7804C8.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=608
НЕФТЕКАМСК;ШКОЛА 6 ЗА 50 ЛЕТ НЕ РАЗУ НЕ ДЕЛАЛИ РЕМОНТ В ТУАЛЕТЕ;https://www.promonado.ru/domestos-schools/thumb/485FC19F-14FA-4D47-9231-D4845CDB8FA5.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=609
;МОАУ СОШ 6 РЕМОНТ В ШКОЛЕ;https://www.promonado.ru/domestos-schools/thumb/E489C68C-9D2B-41AE-BC3A-86250C592237.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=610
НЕФТЕКАМСК;ШКОЛА 11 СОЦИАЛИСТИЧЕСКАЯ 62В ТАКОЕ ЧУВСТВО, ЧТО РЕМОНТ В ШКОЛЕ НЕ ДЕЛАЛИ СО ВРЕМЁН СССР. ;https://www.promonado.ru/domestos-schools/thumb/537B2114-6BD2-44F0-AA6F-9AA8BCE0600F.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=611
НЕФТЕКАМСК;СОЦИАЛИСТИЧЕСКАЯ 62 Б,11ШКОЛА ТУАЛЕТ;https://www.promonado.ru/domestos-schools/thumb/A11C33C9-1ACC-43F1-8024-D25177A2AADA.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=612
;БАШКОРТОСТАН, Г. НЕФТЕКАМСК, УЛ. СОЦИАЛИСТИЧЕСКАЯ, Д. 54, А, МОАУ СОШ 6 ТУАЛЕТ У ДОЧКИ В ШКОЛЕ В УЖАСНОМ СОСТОЯНИИ, КАП РЕМОНТ НЕ ОСУЩЕСТВЛЯЛ Я С ВВОДА В ЭКСПЛУАТАЦИЮ ШКОЛЫ.;https://www.promonado.ru/domestos-schools/thumb/485D4C94-B0CF-4D06-AF38-A81A91034509.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=613
НЕФТЕКАМСК, РЕСПУБЛИКА БАШКОРТОСТАН;УЛ. СОЦИАЛИСТИЧЕСКАЯ 62 В, МОАУ СОШ 11 ХОТИМ РЕМОНТ САНУЗЛОВ ДЛЯ НАШИХ ДЕТЕЙ!;https://www.promonado.ru/domestos-schools/thumb/6AF788A6-85EF-4AA1-8436-0CAC4026CC91.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=614
НЕФТЕКАМСК;СОЦИАЛИСТИЧЕСКАЯ ШКОЛА 11 НЕОПРЯТНЫЕ И СТАРЫЕ САНУЗЛЫ, В ТУАЛЕТАХ НЕТ ПЕРЕГОРОДОК , ПОСТОЯННО ТРЕБУЮТ РЕМОНТА И Т.Д.;https://www.promonado.ru/domestos-schools/thumb/0F9DCF65-09C9-4C7F-94E4-8895B2E389C3.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=615
;УЛ. СОЦИАЛИСТИЧЕСКАЯ 66 В СОШ 11В ДОБРЫЙ ДЕНЬ. ТУАЛЕТЫ В ШКОЛЕ В ПЛОХОМ СОСТОЯНИИ. СТАРЫЕ, ТРЕБУЕТСЯ РЕМОНТ.;https://www.promonado.ru/domestos-schools/thumb/638F2EB0-15A5-43C4-9C05-23EB68447209.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=617
НЕФТЕКАМСК;СОЦИАЛИСТИЧЕСКАЯ 62В МОАУ СОШ 11 НУЖДАЕТСЯ В РЕМОНТЕ;https://www.promonado.ru/domestos-schools/thumb/6DABB6BE-122B-4A7C-8C3F-A42B37495117.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=621
НЕФТЕКАМСК;ЛЕНИНА82, 46 НУЖДАЕТСЯ В РЕМОНТЕ;https://www.promonado.ru/domestos-schools/thumb/79C5BDD6-43D3-4F10-8A3D-CB8902DF77A7.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=622
НЕФТЕКАМСК;СОЦИАЛИСТИЧЕСКАЯ 62В МОАУ СОШ НОМЕР 11 ПЛОХОЕ СОСТОЯНИЕ;https://www.promonado.ru/domestos-schools/thumb/5216C71A-7ABD-4044-8484-C82F8BAC7DB0.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=623
НЕФТЕКАМСК;Г.НЕФТЕКАМСК ШКОЛА 15 СТАРЫЙ И РАСКОЛОТЫЙ УНИТАЗ.;https://www.promonado.ru/domestos-schools/thumb/72559036-6A5D-4BB1-AD31-0C9844201D2D.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=630
НЕФТЕКАМСК;СОЦИАЛИСТИЧЕСКАЯ 62В,ШКОЛА №11 ТУАЛЕТЫ В ПЛОХОМ СОСТОЯНИЕ;https://www.promonado.ru/domestos-schools/thumb/4D52D264-D412-4C67-8211-1EA6128E14F1.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=631
НЕФТЕКАМСК;СОЦИАЛИСТИЧЕСКАЯ 66 В, СОШ#11 ПОЛУЧИТЬ НОВЫЙ САНУЗЕЛ ;https://www.promonado.ru/domestos-schools/thumb/5B114652-3094-4F69-A4FC-E3619155241A.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=633
НЕФТЕКАМСК;МОАУ СОШ №11 УЖАСНЫЕ ТУАЛЕТЫ СОВЕТСКОГО ВРЕМЕНИ;https://www.promonado.ru/domestos-schools/thumb/948845B8-9F9A-41FD-B4E1-58E03FB29EA4.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=634
НЕФТЕКАМСК;СОЦ.66. СОШ 11 УЖАСНОЕ СОСТОЯНИЕ С/У.;https://www.promonado.ru/domestos-schools/thumb/E554D6AC-9370-4EBA-9A55-0070504D538A.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=635
НЕФТЕКАМСК;УЛИЦА СТРОИТЕЛЕЙ 54А,МОАУ СОШ 6 УЖАСНОЕ СОСТОЯНИЕ УНИТАЗОВ И ВСЕГО ОСТАЛЬНОГО.НА 1ЭТАЖЕ СТОИТ ПОСТОЯННАЯ ВОНЬ.УБОРКА НЕ ПОМОГАЕТ.;https://www.promonado.ru/domestos-schools/thumb/46A399E0-C45E-4A8C-9C0C-688682AE017C.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=642
НЕФТЕКАМСК;УЛ. СОЦИАЛИСТИЧЕСКАЯ 62 В, МОАУ СОШ 11 ТУАЛЕТЫ В ПЛАЧЕВНОМ СОСТОЯНИИ, РАБОТАЮТ ПООЧЕРЁДНО, ТАК КАК ПОСТОЯННЫЕ ПОЛОМКИ ИЛИ ЗАСОРЫ..;https://www.promonado.ru/domestos-schools/thumb/33A4F5FB-A5D2-4FAF-BC36-27ED8CF4973B.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=643
Г. НЕФТЕКАМСК;УЛ. СОЦИАЛИСТИЧЕСКАЯ 62В РЕМОНТ В САНУЗЛАХ;https://www.promonado.ru/domestos-schools/thumb/A9309419-E570-40C5-B24E-24BA21B713F4.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=645
НЕФТЕКАМСК;УЛ.СОЦИАЛИСТИЧЕСКАЯ 62В,ШКОЛА 11 ТУАЛЕТЫ В УЖАСНОМ СОСТОЯНИИ,ТРЕБУЕТСЯ РЕМОНТ И ЗАМЕНА САНТЕХНИКИ;https://www.promonado.ru/domestos-schools/thumb/B16DA667-06A6-4FDC-9775-3D7E9DF3529B.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=646
РБ Г.НЕФТЕКАМСК;СОЦИАЛИСТИЧЕСКАЯ 62Б РЕМОНТ ТУАЛЕТА.ТУАЛЕТ НАХОДИТСЯ В УЖАСНОМ СОСТОЯНИИ.;https://www.promonado.ru/domestos-schools/thumb/C2F3809B-5602-4590-BC73-1DCB7B524ADD.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=648
НЕФТЕКАМСК;СОЦИАЛИСТИЧЕСКАЯ 62В МОАУ СОШ 11 ТУАЛЕТЫ В ПЛОХО СОСТОЯНИИ, ДВЕРЕЙ НЕТ, А ТЕ, ЧТО ЕСТЬ-НЕ ЗАКРЫВАЮТСЯ ВРЕМЕНАМИ. ;https://www.promonado.ru/domestos-schools/thumb/67461B03-177C-434D-80A9-F306E60A008F.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=650
НЕФТЕКАМСК;РЕСПУБЛИКА БАШКОРТОСТАН МОАУ СОШ11 ТРЕБУЕТСЯ РЕМОНТ ПОЛОВ, САНУЗЛОВ.;https://www.promonado.ru/domestos-schools/thumb/E2339310-1A81-4D51-B5BD-2A45CBF5F29C.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=651
НЕФТЕКАМСК;МОАУ СОШ 11 , СОЦИАЛИСТИЧЕСКАЯ 62В СТАРЫЕ ТУАЛЕТЫ. РАБОТАЮТ ЧЕРЕЗ РАЗ.;https://www.promonado.ru/domestos-schools/thumb/849B9921-5B57-4509-BE0D-7B8758268E3F.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=652
НЕФТЕКАМСК;СОЦИАЛИСТИЧЕСКАЯ 62В, СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА 11 ТУАЛЕТЫ ШКОЛЫ ТРЕБУЮТ УЖЕ ДАВНО РЕМОНТА, БЕЗ СЛЕЗ НЕ ВЗГЛЯНЕШЬ;https://www.promonado.ru/domestos-schools/thumb/E787962B-655D-460D-B51E-11E43CD137BF.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=653
ЯКУТСК;677000 РЕСПУБЛИКА САХА (ЯКУТИЯ), ГОРОД ЯКУТСК, УЛ. БОГАТЫРЕВА 2. МОБУ СОШ #21 ТУАЛЕТ НАЧАЛЬНЫХ КЛАССОВ НУЖДАЕТСЯ В РЕМОНТЕ. С МОМЕНТА ПОСТРОЙКИ ШКОЛЫ 1973 Г. КАПИТАЛЬНОГО РЕМОНТА НЕ ПРОВОДИЛОСЬ. ПЕРЕГОРОДКИ В ТУАЛЕТЕ ИЗ ДСП, ИСПАРЕНИЯ КОТОРЫХ ИМЕЮТ ВРЕДНЫЕ ВЛИЯНИЯ НА ЗДОРОВЬЕ ДЕТЕЙ. МЫ - РОДИТЕЛЬСКАЯ ОБЩЕСТВЕННОСТЬ, ХОТИМ СОВМЕСТНО С НОВОЙ АДМИНИСТРАЦИЕЙ ШКОЛЫ ОТРЕМОНТИРОВАТЬ ТУАЛЕТЫ. ПРОСИМ ПОМОЩИ В ЭТОМ ВОПРОСЕ. ;https://www.promonado.ru/domestos-schools/thumb/D1730812-5C2C-4A03-BFA9-66FC29916A06.jpg;187;https://www.promonado.ru/domestos-schools/?voteid=654
НЕФТЕКАМСК;СОЦИАЛИСТИЧЕСКАЯ 62 ВШКОЛА 11 ОЧЕНЬ СТРАШНЫЕ ТУАЛЕТЫ. С ПОСТРОЙКИ ШКОЛЫ НИ ЧЕГО НЕ МЕНЯЛОСЬ. НЕ РАБОТАЮТ СМЫВЫЕ БОЧКИ, УНИТАЗЫ В ПЛАЧЕВНОМ СОСТОЯНИЕ. СЫН ХОДИТ ДОМОЙ СРЕДИ УРОКОВ, ЧТОБ НОРМАЛЬНО СХОДИТЬ, ПО БОЛЬШОМУ!;https://www.promonado.ru/domestos-schools/thumb/82A2F6A0-D747-4E64-8800-7A143C84F879.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=655
НЕФТЕКАМСК;УЛИЦА СОЦИАЛИСТИЧЕСКА 62 В, МОАУ СОШ11 ТРЕБУЕТСЯ КАПИТАЛЬНЫЙ РЕМОНТ ТУАЛЕТОВ;https://www.promonado.ru/domestos-schools/thumb/AF59C3B5-13E4-4838-8279-35502B7874F8.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=656
НЕФТЕКАМСК;УЛ. СОЦИАЛИСТИЧЕСКАЯ, 62 В СОШ 11 УЖАСНОЕ СОСТОЯНИЕ;https://www.promonado.ru/domestos-schools/thumb/5BB65170-2530-4A1C-A671-0F064B757D15.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=657
РБ, Г. НЕФТЕКАМСК;УЛ. СОЦИАЛИСТИЧЕСКАЯ, 62В. ШКОЛА 11 ЖЕЛАЕМ ДЛЯ ДЕТЕЙ ХОРОШИЕ И КОМФОРТНЫЕ ТУАЛЕТЫ.;https://www.promonado.ru/domestos-schools/thumb/DDE31BCC-1F25-43A8-ABEC-28A04CD04E3E.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=658
НЕФТЕКАМСК;СОЦИАЛИСТИЧЕСКАЯ 62, ШКОЛА 11 РЕМОНТ;https://www.promonado.ru/domestos-schools/thumb/C387B922-FBD3-436E-9193-B7BE1D92A7A2.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=659
НЕФТЕКАМСК;С. ЭНЕРГЕТИК, УЛ. ВЫСОКОВОЛЬТНАЯ 15, МОАУ СОШ 15 В ОЧЕНЬ ПЛОХОМ СОСТОЯНИИ: СКОЛЫ, РЖАВЧИНЫ, НАКИПЬ, ПЛОХО СЛИВАЕТСЯ, ПОСТОЯННО ТЕЧËТ ВОДА.;https://www.promonado.ru/domestos-schools/thumb/D55A58B8-3572-4A17-B24D-9CDC6F2A902C.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=660
НЕФТЕКАМСК;Г.НЕФТЕКАМСК ШКОЛА 15 СТАРЫЙ СЛОМАННЫЙ УРИТАЗ;https://www.promonado.ru/domestos-schools/thumb/FA79A87D-AB86-46DC-8C7D-966E2E43E623.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=661
НЕФТЕКАМСК;Г.НЕФТЕКАМСК ШКОЛА 15 СТАРЫЙ РАСКОЛОТЫЙ УНИТАЗ;https://www.promonado.ru/domestos-schools/thumb/FA79A87D-AB86-46DC-8C7D-966E2E43E623.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=662
НЕФТЕКАМСК;УЛ. СОЦИАЛИСТИЧЕСКАЯ Д. 62В МОАУ СОШ#11 НУЖЕН СРОЧНО РЕМОНТ ТУАЛЕТА;https://www.promonado.ru/domestos-schools/thumb/49841BC2-6460-47BF-8BF2-C0294BA28F6B.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=663
НЕФТЕКАМСК;МОАУ СОШ 11, УЛ. СОЦИАЛИСТИЧЕСКАЯ, 62В НЕОБХОДИМ РЕМОНТ ТУАЛЕТОВ. ШКОЛЬНЫЕ ТУАЛЕТЫ В УЖАСНОМ СОСТОЯНИИ. НА ПОЛУ СТАРЫЙ КАФЕЛЬ ОТКАЛЫВАЕТСЯ, УНИТАЗЫ СТРАШНЫЕ.;https://www.promonado.ru/domestos-schools/thumb/0CEE7A5F-5BDC-49D7-81D4-E6A83286C7FC.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=664
;СОЦИАЛЬНАЯ 61 А УЖАСНОЕ СОСТОЯНИЕ;https://www.promonado.ru/domestos-schools/thumb/D7F2553A-6775-45C2-B469-E03806237900.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=666
НЕФТЕКАМСК;11 ШКОЛА ГОЛОСУЮ ЗА РЕМОНТ САН УЗЛА В 11 ШКОЛЕ;https://www.promonado.ru/domestos-schools/thumb/11BB43F4-5FD5-45B4-AC77-5E4E135A38B4.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=668
;СОЦИАЛИСТИЧЕСКАЯ 54 А РЕМОНТ САНУЗЕЛ;https://www.promonado.ru/domestos-schools/thumb/AE2F32C2-3087-4E65-8D00-5470AEEF31E1.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=670
;ШКОЛА 11,УЛ.СОЦИАЛИСТИЧЕСКАЯ,62В ТУАЛЕТ БЕЗ РЕМОНТА 36 ЛЕТ, СТАРЫЕ УНИТАЗЫ.;https://www.promonado.ru/domestos-schools/thumb/6D7099AA-399E-4DB0-9949-F85D66796CCC.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=671
НЕФТЕКАМСК;СОШ 11, СОЦИАЛИСТИЧЕСКАЯ 62Б НУЖЕН РЕМОНТ ТУАЛЕТА;https://www.promonado.ru/domestos-schools/thumb/90DC54DF-F69F-4241-B274-B1E88C026377.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=673
